Date,Username,Content,Mentions
"2023-02-08,00:10:09",big papa,Poke holes on lid,
"2023-02-08,00:10:06",big papa,Just the noodles,
"2023-02-08,00:10:02",big papa,5:30 microwave water to line,
"2023-02-07,23:36:19",big papa,Like dis it’s supposed to not be that saucy 😭😭😭,
"2023-02-07,23:32:37",big papa,Michelin star meal,
"2023-02-07,23:32:34",big papa,Gags up,
"2023-02-07,23:32:32",big papa,Stop playing,
"2023-02-07,23:32:30",big papa,But when u cook it right and put spam and a fried egg on it and eat it with kimchi,
"2023-02-07,23:32:00",big papa,Like more like chowmein kinda where the sauce is mostly absorbed with just a little left,
"2023-02-07,23:31:41",big papa,it’s supposed to have virtually no soup,
"2023-02-07,23:31:27",big papa,COOKED IT WRONG,
"2023-02-07,12:47:49",big papa,im down,
"2023-02-07,12:47:44",big papa,oh easy,~~Wild~~#5104
"2023-02-07,12:47:38",big papa,cuz hes my ride,
"2023-02-07,12:47:34",big papa,if <@443274224505716741> is,jettaquino#4967
"2023-02-07,12:47:24",big papa,im down tho,
"2023-02-07,12:47:21",big papa,isnt that far from campus,
"2023-02-07,12:37:45",big papa,pickup chipotle or somethin,
"2023-02-07,12:37:40",big papa,or maybe like,
"2023-02-07,12:37:38",big papa,we can all go caf,
"2023-02-07,12:37:34",big papa,ill be there saturday early,
"2023-02-07,12:37:27",big papa,awww haha,
"2023-02-07,12:37:04",big papa,i wish,
"2023-02-07,12:37:03",big papa,😂,
"2023-02-07,12:36:58",big papa,no,
"2023-02-07,12:28:46",big papa,yes,
"2023-02-07,09:04:15",big papa,Well I just started and all he doing is taking her to a foot bath 💀,
"2023-02-06,20:41:22",big papa,I’m gonna stop if they don’t,
"2023-02-06,20:41:18",big papa,Do they get together,
"2023-02-06,20:41:15",big papa,So does jimmy and Kim ever fuck,
"2023-02-06,19:35:56",big papa,and now I continue,
"2023-02-06,19:35:47",big papa,Saw Tuco,
"2023-02-06,19:35:45",big papa,Was gonna stop tbh,
"2023-02-06,19:35:32",big papa,Also I started better call Saul,
"2023-02-06,19:35:27",big papa,😭😭😭,
"2023-02-06,19:31:15",big papa,https://tenor.com/view/vector-moon-te-thermal-energy-science-gif-25743351,
"2023-02-06,19:30:57",big papa,UR LYING,~~Wild~~#5104
"2023-02-06,19:30:49",big papa,He’s sending me pics like this 😂😂😂,
"2023-02-06,19:30:27",big papa,Is it nice,
"2023-02-06,19:30:23",big papa,Jett refusing to show me his haircut,
"2023-02-06,19:30:18",big papa,@everyone,
"2023-02-06,10:45:13",big papa,Imma cheer loud af,
"2023-02-06,10:44:49",big papa,Also I’m excited to see @everyone on Saturday,
"2023-02-06,10:42:14",big papa,if this isn’t how I look by summer can someone shoot me,
"2023-02-06,10:42:02",big papa,https://tenor.com/view/hulk-angry-hulk-smash-pissed-off-mad-gif-16087208,
"2023-02-05,13:19:25",big papa,BIG SLAYYYY,Hat Tipper Lady Acquirer#1904
"2023-02-05,12:03:04",big papa,Kid named spitting rizz,jettaquino#4967
"2023-02-05,11:56:17",big papa,💀💀💀💀,
"2023-02-05,11:56:15",big papa,NOOOOOOO,aamindehkordi#1473
"2023-02-05,11:56:04",big papa,😭😭😭,MvPain#4262
"2023-02-05,11:13:31",big papa,😭😭😭😭,aamindehkordi#1473
"2023-02-05,11:13:21",big papa,<@176517621951365120> r u still gonna be in Cali?,MvPain#4262
"2023-02-05,11:13:08",big papa,be prepared to eat ur fill,
"2023-02-05,11:12:33",big papa,Okay my fam said it’s only y’all coming to my grad party and not my family anymore cuz my dad doesn’t trust college boys to not kill my grandma,
"2023-02-03,15:01:46",big papa,https://tenor.com/view/looks-like-american-pie-gif-24738208,
"2023-02-03,13:16:08",big papa,My dad been mad at me all day and he said it’s because he had a dream where I came home from school with a nose job,
"2023-02-02,22:17:46",big papa,😮‍💨,
"2023-02-02,22:17:43",big papa,(But actually what’s for dinner),
"2023-02-02,22:17:35",big papa,Duh,
"2023-02-02,22:17:32",big papa,JK,
"2023-02-02,22:17:30",big papa,what’s for dinner,
"2023-02-02,22:17:27",big papa,depends,jettaquino#4967
"2023-02-02,13:13:28",big papa,but other then that I fucking hate this school and everyone here,
"2023-02-02,13:13:17",big papa,I like UCI because they have a nice gym and boba,
"2023-02-02,12:42:20",big papa,LMFAO,
"2023-02-02,07:29:20",big papa,like the tacos in Santa Ana,
"2023-02-02,07:29:13",big papa,I do wanna go to that one place that they went to tho,
"2023-02-02,07:29:03",big papa,this is very very true but I just assumed he meant like tacobell or smthn which I’m not sure I would want during a cut,aamindehkordi#1473
"2023-02-02,07:28:18",big papa,So I got some sleep 😮‍💨😮‍💨,
"2023-02-02,07:28:12",big papa,I slept at like 3:45am and then woke up @5am cuz I had to go school early today,
"2023-02-02,07:27:38",big papa,I in fact did not pull an all nighter 🤭,
"2023-02-01,22:05:35",big papa,Thank you !!!!! :-))),Hat Tipper Lady Acquirer#1904
"2023-02-01,22:05:28",big papa,Thank u tho :-))),
"2023-02-01,22:05:24",big papa,Das super niceeeee but no cuz I’m on a cut rn 🫡,~~Wild~~#5104
"2023-02-01,21:41:10",big papa,wish me luck,
"2023-02-01,21:41:06",big papa,first all nighter of the year boys,
"2023-02-01,09:20:49",big papa,This was on my Reddit and it’s making me laugh,
"2023-01-31,16:07:46",big papa,camping?,KFC#2019
"2023-01-31,16:06:29",big papa,<@443274224505716741> r u going too?,jettaquino#4967
"2023-01-31,16:05:26",big papa,san fran?,
"2023-01-31,16:05:18",big papa,is this a boys trip,
"2023-01-31,16:05:13",big papa,where where,
"2023-01-31,16:05:11",big papa,i wanna go,
"2023-01-31,16:05:09",big papa,WHAT,
"2023-01-31,16:05:07",big papa,we?,
"2023-01-31,16:04:21",big papa,donate  ur guys platlets that week 😃,
"2023-01-31,16:04:01",big papa,dang,
"2023-01-31,16:00:51",big papa,do u guys have a long break?,
"2023-01-31,16:00:45",big papa,my spring break is like 3 days,
"2023-01-31,16:00:19",big papa,studying for finals prob,
"2023-01-31,16:00:13",big papa,oh,
"2023-01-31,15:58:28",big papa,When is ur guys spring break?,KFC#2019
"2023-01-31,11:38:01",big papa,i think ive watched all her videos,
"2023-01-31,11:37:55",big papa,guys i love this girl,
"2023-01-31,11:37:49",big papa,https://www.youtube.com/watch?v=enAwNKQDpxM,
"2023-01-31,11:31:28",big papa,jk i recall message for pg-13,
"2023-01-31,11:30:45",big papa,GAHAHAHAHHAHAHAHA,
"2023-01-31,11:27:43",big papa,makes me anxious,
"2023-01-31,11:27:40",big papa,so i dont like it,
"2023-01-31,11:27:32",big papa,makes me feel like i got a C,
"2023-01-31,11:27:26",big papa,i hate the word pass,
"2023-01-31,11:27:21",big papa,and seeing a P,
"2023-01-31,11:27:16",big papa,not seeing an A on my transcript,
"2023-01-31,11:26:22",big papa,so now i have one p/np class,
"2023-01-31,11:26:15",big papa,made me too anxious,
"2023-01-31,11:26:11",big papa,i changed one back to a grade,
"2023-01-31,11:26:03",big papa,i went to the academic counselor,
"2023-01-31,09:37:01",big papa,so trueeeeeeeee,
"2023-01-31,09:32:40",big papa,<@443274224505716741> cmon im thirsty,jettaquino#4967
"2023-01-31,09:32:33",big papa,FEMBOY SWEAT,
"2023-01-31,09:32:29",big papa,so,
"2023-01-31,09:32:27",big papa,but rn cookies n creme,
"2023-01-31,09:32:21",big papa,depends on the mood,
"2023-01-31,09:32:18",big papa,"but idk the top 3 is always cookies n creme, mint chip, butter pecan",
"2023-01-31,09:31:46",big papa,ironically butter pecan used to be my favorite,
"2023-01-31,09:27:38",big papa,I made a mistake,
"2023-01-31,09:27:34",big papa,I’m debating if I should go to admissions rn and say jk,
"2023-01-31,09:26:19",big papa,Like maybe I should just kept grading,
"2023-01-31,09:26:08",big papa,Ik I’ll still get an A in them but they r lowkey a lot of work so I P/NP as a safety but I feel like I’m lagging,
"2023-01-31,09:25:40",big papa,But I feel so bad,
"2023-01-31,09:25:37",big papa,I just changed grading option for 2 electives to P/NP because I found out those grades don’t affect my med app gpa,
"2023-01-31,09:25:05",big papa,Potentially,
"2023-01-31,09:24:46",big papa,Guys i think I just did like worlds greatest sin,
"2023-01-30,14:13:40",big papa,I fucking hate this school,
"2023-01-30,14:13:33",big papa,I need to find a new parking spot 💀,
"2023-01-30,14:13:23",big papa,I think someone is getting their cheeks clapped in the car behind me,
"2023-01-30,14:13:03",big papa,I’m in my car rn,
"2023-01-30,14:12:55",big papa,guys,
"2023-01-30,12:49:12",big papa,https://tenor.com/view/blue-lock-ego-egoists-football-soccer-gif-22679702,
"2023-01-30,12:48:27",big papa,WHY CANT I JOIN 😭😭😭,
"2023-01-29,22:14:26",big papa,tendencies,
"2023-01-29,22:14:24",big papa,similar,
"2023-01-29,22:14:20",big papa,u act a lot like him,
"2023-01-29,22:14:15",big papa,<@573586960938172466> u will like sanji,Hat Tipper Lady Acquirer#1904
"2023-01-29,22:12:57",big papa,dressrosa arc?,
"2023-01-29,22:12:52",big papa,what’s half,
"2023-01-29,22:07:35",big papa,<@443274224505716741> rini devil,jettaquino#4967
"2023-01-29,22:07:27",big papa,<@176517621951365120> Michigan devil (I think that’s where ur from?),MvPain#4262
"2023-01-29,22:06:13",big papa,<@573586960938172466> simp devil,Hat Tipper Lady Acquirer#1904
"2023-01-29,22:05:45",big papa,<@853858084866621480> car devil,IsaacM#8081
"2023-01-29,22:05:16",big papa,<@657834634205200395> zaza devil,aamindehkordi#1473
"2023-01-29,22:04:51",big papa,<@564324586012016650> gensher devil,Teela Pup#8038
"2023-01-29,22:04:41",big papa,<@246124303643312138> fur devil,~~Wild~~#5104
"2023-01-29,22:03:09",big papa,code devil,
"2023-01-29,22:03:03",big papa,I like this a lot lmfaooo,Hat Tipper Lady Acquirer#1904
"2023-01-29,18:44:49",big papa,Wats that,
"2023-01-29,18:28:40",big papa,Ohhhhh,
"2023-01-29,18:27:56",big papa,Ur free at 2? Don’t u have fedora tippers stuff,
"2023-01-29,18:27:27",big papa,And that’s day before ur thing,
"2023-01-29,18:27:21",big papa,He saying Feb 10,
"2023-01-29,18:27:17",big papa,Wait jk nevermind,
"2023-01-29,17:33:21",big papa,My dad gonna be there gahahaha,
"2023-01-29,17:33:12",big papa,Friday @2pm,Hat Tipper Lady Acquirer#1904
"2023-01-29,13:48:52",big papa,"but it’s oki if u guys can’t, we can prob figure it out",
"2023-01-29,13:48:25",big papa,My dad bought a treadmill and it’s too heavy to carry with just us so we were gonna ask y’all for help,
"2023-01-29,13:48:04",big papa,Oh dang,
"2023-01-29,13:46:22",big papa,Is everyone busy,
"2023-01-29,13:46:18",big papa,2pm,
"2023-01-29,13:46:15",big papa,At like,
